CASE_CODE_TYPE,CASE_CODE,CASE_CODE_TITLE,Hierarchy_level,Sort_sequence
Source,5136,Ticks and mites ,4,821
Source,5138,"Multiple insects, arachnids, mites",4,822
Source,5139,"Insects, arachnids, mites, n.e.c.",4,823
Source,514,Reptiles,3,824
Source,5140,"Reptiles, unspecified",4,825
Source,5141,Venomous snakes,4,826
Source,5142,Nonvenomous snakes,4,827
Source,5149,"Reptiles, n.e.c.",4,828
Source,515,"Mammals, except humans",3,829
Source,5150,"Mammals, unspecified",4,830
Source,5151,"Cats, felines--domestic",4,831
Source,5152,"Dogs, canines--domestic ",4,832
Source,5153,Cattle and other bovines ,4,833
Source,5154,Horses and other equines ,4,834
Source,5155,Rodents ,4,835
Source,5156,"Sheep, goats, and other caprids ",4,836
Source,5157,Swine and other porcines ,4,837
Source,5158,Deer and other cervids ,4,838
Source,5159,"Mammals, n.e.c.",4,839
Source,519,"Animals, n.e.c.",3,840
Source,52,Animal and plant byproducts,2,841
Source,520,"Animal and plant byproducts, unspecified",3,842
Source,521,"Animal products, nonfood",3,843
Source,5210,"Animal products--nonfood, unspecified",4,844
Source,5211,"Bones, shells",4,845
Source,5212,Feathers,4,846
Source,5213,"Fur, wool",4,847
Source,5214,Hides--leather,4,848
Source,5215,"Animal carcass, roadkill",4,849
Source,5216,Animal waste products,4,850
Source,5219,"Animal products--nonfood, n.e.c.",4,851
Source,522,Food products,3,852
Source,5220,"Food products, unspecified",4,853
Source,5221,"Fats, oils, cooking greases ",4,854
Source,5222,"Soups, sauces, gravies",4,855
Source,5223,Dairy products,4,856
Source,5224,"Beverages, n.e.c.",4,857
Source,5225,"Fruits, nuts, vegetables",4,858
Source,5226,"Grains, cereals, grain mill products",4,859
Source,5227,"Meat, poultry, seafood",4,860
Source,5228,Multiple foods or groceries,4,861
Source,5229,"Food products, n.e.c.",4,862
Source,529,"Animal and plant byproducts, n.e.c.",3,863
Source,53,Infectious and parasitic agents,2,864
Source,530,"Infectious and parasitic agents, unspecified",3,865
Source,531,Bacteria,3,866
Source,532,Fungi,3,867
Source,5320,"Fungi, unspecified",4,868
Source,5321,"Mold, mildew",4,869
Source,5329,"Fungi, n.e.c.",4,870
Source,533,Viruses,3,871
Source,539,"Infectious and parasitic agents, n.e.c.",3,872
Source,54,Metallic minerals,2,873
Source,540,"Metallic minerals, unspecified",3,874
Source,541,Metal ores--nonradiating,3,875
Source,542,"Radiating metals, natural and processed",3,876
Source,5420,"Radiating metals, natural and processed, unspecified",4,877
Source,5421,Plutonium,4,878
Source,5422,Radium,4,879
Source,5423,Uranium,4,880
Source,5429,"Radiating metals, natural and processed, n.e.c.",4,881
Source,549,"Metallic minerals, n.e.c.",3,882
Source,55,"Nonmetallic minerals, except fuel",2,883
Source,550,"Nonmetallic minerals, except fuel, unspecified",3,884
Source,551,Asbestos,3,885
Source,552,Boulders,3,886
Source,553,Clay--natural and processed,3,887
Source,554,"Dirt, earth",3,888
Source,555,Mud,3,889
Source,556,"Rocks, crushed stone",3,890
Source,557,"Sand, gravel",3,891
Source,558,Silica,3,892
Source,559,"Nonmetallic minerals, except fuel, n.e.c.",3,893
Source,56,Person--injured or ill worker,2,894
Source,560,"Person--injured or ill worker, unspecified",3,895
Source,561,"Bodily conditions of injured, ill worker",3,896
Source,562,"Bodily motion or position of injured, ill worker",3,897
Source,569,"Person--injured or ill worker, n.e.c.",3,898
Source,57,Person--other than injured or ill worker,2,899
Source,570,"Person, other than injured or ill worker, unspecified",3,900
Source,571,Relative or domestic partner of injured or ill worker,3,901
Source,5710,"Relative or domestic partner of injured or ill worker, unspecified",4,902
Source,5711,Spouse or domestic partner of injured or ill worker,4,903
Source,5712,Immediate family member other than spouse,4,904
Source,5719,"Relative or domestic partner of injured or ill worker, n.e.c.",4,905
Source,572,Co-worker or work associate of injured or ill worker,3,906
Source,5720,"Co-worker or work associate of injured or ill worker, unspecified",4,907
Source,5721,Co-worker,4,908
Source,5722,Former co-worker,4,909
Source,5723,Work associate,4,910
Source,5724,Former work associate,4,911
Source,5729,"Co-worker or work associate, n.e.c.",4,912
Source,573,Student,3,913
Source,574,Patient ,3,914
Source,575,Other client or customer,3,915
Source,576,Acquaintance,3,916
Source,577,"Assailant, suspect, inmate",3,917
Source,5770,"Assailant, suspect, unspecified",4,918
Source,5771,Robber,4,919
Source,5772,Inmate or detainee in custody,4,920
Source,5773,Suspect not yet apprehended,4,921
Source,5779,"Assailant, suspect, n.e.c.",4,922
Source,578,Bodily fluids or substances of other than injured or ill person,3,923
Source,5780,"Bodily fluids or substances of other than injured or ill person, unspecified",4,924
Source,5781,Blood of other than injured or ill person,4,925
Source,5782,Urine or feces of other than injured or ill person,4,926
Source,5783,Mucus or saliva of other than injured or ill person,4,927
Source,5788,Combination of bodily fluids or substances of other than injured or ill person,4,928
Source,5789,"Bodily fluids or substances of other than injured or ill person, n.e.c.",4,929
Source,579,"Person, other than injured or ill worker, n.e.c.",3,930
Source,58,"Plants, trees, vegetation--not processed",2,931
Source,580,"Plants, trees, vegetation, unspecified",3,932
Source,581,Cash grain crops,3,933
Source,582,Field crops,3,934
Source,583,Flowers,3,935
Source,584,Houseplants,3,936
Source,585,"Poison ivy, oak, sumac, Rhus",3,937
Source,5850,"Poison ivy, oak, sumac, Rhus, unspecified",4,938
Source,5851,Poison ivy,4,939
Source,5852,Poison oak,4,940
Source,5853,Poison sumac,4,941
Source,5859,"Poison ivy, oak, sumac, Rhus, n.e.c.",4,942
Source,586,"Shrubs, grasses",3,943
Source,587,"Trees, logs, limbs",3,944
Source,5870,"Trees, logs, limbs, unspecified",4,945
Source,5871,Trees,4,946
Source,5872,Logs,4,947
Source,5873,"Limbs, branches--unattached",4,948
Source,5879,"Trees, logs, limbs, n.e.c.",4,949
Source,589,"Other plants, trees, vegetation--not processed",3,950
Source,5891,Grain dust,4,951
Source,5899,"Plants, trees, vegetation--not processed, n.e.c.",4,952
Source,59,"Persons, plants, animals, and minerals, n.e.c.",2,953
Source,6,STRUCTURES AND SURFACES,1,954
Source,60,"Structures and surfaces, unspecified",2,955
Source,61,Confined spaces,2,956
Source,610,"Confined spaces, unspecified",3,957
Source,611,"Ditches, channels, trenches, excavations",3,958
Source,612,"Underground mines, caves, tunnels",3,959
Source,6120,"Mines, caves, tunnels, unspecified",4,960
Source,6121,"Underground mines, mine tunnels",4,961
Source,6122,"Sewers, manholes, storm drains",4,962
Source,6123,Subway and train tunnels,4,963
Source,6124,Underground pedestrian walkways,4,964
Source,6129,"Mines, caves, tunnels, n.e.c.",4,965
Source,613,"Wells, cisterns",3,966
Source,614,Pipeline interiors ,3,967
Source,615,Manure pits,3,968
Source,616,"Spray, paint booths",3,969
Source,617,"Tank, bin, vat interiors",3,970
Source,6170,"Tank, bin, vat interiors, unspecified",4,971
Source,6171,"Silo, grain bin interiors",4,972
Source,6172,Grain elevator interiors,4,973
Source,6173,Septic tank or water tank interiors,4,974
Source,6174,Trash bin or dumpster interiors,4,975
Source,6175,Trough interiors,4,976
Source,6176,Oil storage tank interiors,4,977
Source,6177,Hopper interiors,4,978
Source,6179,"Tank, bin, vat interiors, n.e.c.",4,979
Source,618,Confined spaces on vehicles,3,980
Source,6180,"Confined spaces on vehicles, unspecified",4,981
Source,6181,"Confined spaces on ships, water vessels",4,982
Source,6182,Tanker truck interiors,4,983
Source,6189,"Confined spaces on vehicles, n.e.c.",4,984
Source,619,Other confined spaces,3,985
Source,6191,Crawl spaces,4,986
Source,6199,"Confined spaces, n.e.c.",4,987
Source,62,"Buildings--office, plant, residential",2,988
Source,620,"Building, unspecified",3,989
Source,621,Industrial buildings,3,990
Source,6210,"Industrial building, unspecified",4,991
Source,6211,Warehouse,4,992
Source,6212,"Factory, manufacturing plant",4,993
Source,6213,Offshore oil platform,4,994
Source,6219,"Industrial building, n.e.c.",4,995
Source,622,Agricultural buildings,3,996
Source,6220,"Agricultural building, unspecified",4,997
Source,6221,Barn,4,998
Source,6222,Silo exterior ,4,999
Source,6223,Grain bin exterior,4,1000
Source,6229,"Agricultural building, n.e.c.",4,1001
Source,623,Commercial and retail buildings,3,1002
Source,6230,"Commercial or retail building, unspecified",4,1003
Source,6231,"Restaurant, bar",4,1004
Source,6232,"Retail establishment, store, mall",4,1005
Source,6233,"Hotel, motel, lodging establishment",4,1006
Source,6239,"Commercial or retail building, n.e.c.",4,1007
Source,624,"Medical buildings, except institutional residential",3,1008
Source,6240,"Medical buildings, except institutional residential, unspecified",4,1009
Source,6241,Hospital,4,1010
Source,6242,Clinic or doctor?s office,4,1011
Source,6243,Laboratory,4,1012
Source,6249,"Medical buildings, except institutional residential, n.e.c.",4,1013
Source,625,"Residential buildings, except institutionalized",3,1014
Source,6250,"Residential building, except institutionalized, unspecified",4,1015
Source,6251,"House, townhouse, rowhouse",4,1016
Source,6252,"High-rise apartment building, condominium",4,1017
Source,6253,"Low or mid-rise apartment building, condominium",4,1018
Source,6254,Mobile or prefabricated home,4,1019
Source,6259,"Residential building, except institutionalized, n.e.c.",4,1020
Source,626,Other public and office buildings,3,1021
Source,6260,"Other public or office building, unspecified",4,1022
Source,6261,"Skyscraper, high-rise--except government",4,1023
Source,6262,Low or mid-rise office building--except government,4,1024
Source,6263,"Government building, post office",4,1025
Source,6269,"Public or office building, n.e.c.",4,1026
Source,627,"Institutionalized residential building, except jails",3,1027
Source,628,"Prisons, jails",3,1028
Source,629,"Building, n.e.c.",3,1029
Source,63,Structures other than buildings,2,1030
Source,630,"Structures other than buildings, unspecified",3,1031
Source,631,"Bridges, dams, locks",3,1032
Source,632,"Grandstands, stadia",3,1033
Source,633,Pools,3,1034
Source,634,"Scaffolds, staging",3,1035
Source,6340,"Scaffolds--staging, unspecified",4,1036
Source,6341,Scaffolds--improvised staging,4,1037
Source,6342,Scaffolds--self-supporting staging,4,1038
Source,6343,Scaffolds--staging supported by structure or other means,4,1039
Source,6344,Scaffolds--suspended staging,4,1040
Source,6345,Machine platforms,4,1041
Source,6346,Catwalks,4,1042
Source,6349,"Scaffolds--staging, n.e.c.",4,1043
Source,635,"Towers, poles",3,1044
Source,6350,"Towers, poles, unspecified",4,1045
Source,6351,Telecommunications and cell phone towers,4,1046
Source,6352,Utility and telephone poles,4,1047
Source,6353,"Lamp posts, street lights",4,1048
Source,6354,"Windmills, wind turbines",4,1049
Source,6359,"Towers, poles, n.e.c.",4,1050
Source,636,"Excavations, strip mines, and quarries (except confined space)",3,1051
Source,639,Other structures,3,1052
Source,6390,"Other structures, unspecified",4,1053
Source,6391,"Guardrails, road dividers",4,1054
Source,6392,"Posts, bollards, moorings",4,1055
Source,6393,Hydrants,4,1056
Source,6394,Road signs,4,1057
Source,6395,"Porches, balconies, decks, patios",4,1058
Source,6396,Railroad tracks,4,1059
Source,6397,Mailboxes ,4,1060
Source,6399,"Structures, n.e.c.",4,1061
Source,64,Building systems,2,1062
Source,640,"Building systems, unspecified",3,1063
Source,641,Climate control systems,3,1064
Source,642,Plumbing systems,3,1065
Source,643,Electrical systems,3,1066
Source,644,Security systems,3,1067
Source,649,"Building systems, n.e.c.",3,1068
Source,65,Other structural elements,2,1069
Source,650,"Other structural elements, unspecified",3,1070
Source,651,Entrances and exits,3,1071
Source,6510,"Entrances and exits, unspecified",4,1072
Source,6511,"Doors, except garage and vehicle",4,1073
Source,6512,Garage doors,4,1074
Source,6519,"Entrances and exits, n.e.c.",4,1075
Source,652,"Fences, fence panels, gates",3,1076
Source,6520,"Fences, fence panels, gates, unspecified",4,1077
Source,6521,"Chain-link fences, panels",4,1078
Source,6522,Barbed-wire fences,4,1079
Source,6523,"Wooden fences, panels",4,1080
Source,6524,Gates,4,1081
Source,6529,"Fences, fence panels, gates, n.e.c.",4,1082
Source,653,"Windows, openings",3,1083
Source,654,Roofs,3,1084
Source,6540,"Roofs, unspecified",4,1085
Source,6541,Skylights,4,1086
Source,6542,"Existing roof openings, other than skylights",4,1087
Source,6543,Roof surfaces other than roof edge,4,1088
Source,6544,Roof edges,4,1089
Source,6549,"Roofs, n.e.c.",4,1090
Source,655,"Trusses, girders, beams--structurally attached",3,1091
Source,6550,"Trusses, girders, beams--structurally attached, unspecified",4,1092
Source,6551,"Girders, beams, structural steel",4,1093
Source,6552,"Roof trusses, joists",4,1094
Source,656,"Ceilings, walls",3,1095
Source,6560,"Ceilings, walls, unspecified",4,1096
Source,6561,Ceilings,4,1097
Source,6562,Walls,4,1098
Source,6569,"Ceilings, walls, n.e.c.",4,1099
Source,657,"Handrails, banisters",3,1100
Source,658,Elevator shafts,3,1101
Source,659,"Structural elements, n.e.c.",3,1102
Source,66,"Floors, walkways, ground surfaces",2,1103
Source,660,"Floors, walkways, ground surfaces, unspecified",3,1104
Source,661,"Stairs, steps, escalators",3,1105
Source,6610,"Stairs, steps, unspecified",4,1106
Source,6611,"Stairs, steps--indoors",4,1107
Source,6612,"Stairs, steps--outdoors",4,1108
Source,6613,Escalators,4,1109
Source,662,Floors,3,1110
Source,6620,"Floor, unspecified",4,1111
Source,6621,Existing floor opening ,4,1112
Source,6622,Floor irregularity,4,1113
Source,6629,"Floor, n.e.c.",4,1114
Source,663,Ground,3,1115
Source,6630,"Ground, unspecified",4,1116
Source,6631,Ground irregularity,4,1117
Source,6639,"Ground, n.e.c.",4,1118
Source,664,"Sidewalks, paths, outdoor walkways",3,1119
Source,6640,"Sidewalks, paths, outdoor walkways, unspecified",4,1120
Source,6641,"Sidewalk, path, or outdoor walkway irregularity",4,1121
Source,6642,"Sidewalk, path, outdoor walkway--paved",4,1122
Source,6643,"Sidewalk, path, outdoor walkway--unpaved",4,1123
Source,665,"Streets, roads, driveways",3,1124
Source,6650,"Street, road, driveway, unspecified",4,1125
Source,6651,"Street, road, or driveway irregularity",4,1126
Source,6652,"Street, road, driveway--paved",4,1127
Source,6653,"Street, road, driveway--unpaved",4,1128
Source,666,Parking lots,3,1129
Source,6660,"Parking lot, unspecified",4,1130
Source,6661,Parking lot irregularity,4,1131
Source,6662,Parking lot--paved,4,1132
Source,6663,Parking lot--unpaved,4,1133
Source,667,"Curbs, traffic calming bumps, embankments",3,1134
Source,6670,"Curbs, traffic calming bumps, embankments, unspecified",4,1135
Source,6671,Curbs,4,1136
Source,6672,"Speed bumps, speed humps",4,1137
Source,6673,Concrete parking blocks and barriers,4,1138
Source,6674,Berms,4,1139
Source,6675,Embankments ,4,1140
Source,6676,"Culverts, nonconfined ditches",4,1141
Source,6679,"Curbs, traffic calming bumps, embankments, n.e.c.",4,1142
Source,669,"Other floors, walkways, ground surfaces",3,1143
Source,6690,"Other floors, walkways, ground surfaces, unspecified",4,1144
Source,6691,"Piers, wharfs",4,1145
Source,6692,"Ramps, loading docks, dock plates",4,1146
Source,6693,Moving walkways,4,1147
Source,6694,Grates and drains in floor surface,4,1148
Source,6695,Airport runways,4,1149
Source,6699,"Floors, walkways, ground surfaces, n.e.c.",4,1150
Source,67,Geographical structures,2,1151
Source,670,"Geographical structures, unspecified",3,1152
Source,671,"Raised natural structures, hills, mountains",3,1153
Source,6710,"Raised natural structures, hills, mountains, unspecified",4,1154
Source,6711,Hills,4,1155
Source,6712,Mountains,4,1156
Source,6719,"Raised natural structures, hills, mountains, n.e.c.",4,1157
Source,672,"Recessed natural structures, valleys",3,1158
Source,6720,"Recessed natural structures, valleys, unspecified",4,1159
Source,6721,Valley,4,1160
Source,6722,"Gorge, crevice",4,1161
Source,6729,"Recessed natural structures, valleys n.e.c.",4,1162
Source,673,Water bodies--natural,3,1163
Source,6730,"Water bodies--natural, unspecified",4,1164
Source,6731,Natural ponds,4,1165
Source,6732,Lakes,4,1166
Source,6733,"Rivers, streams",4,1167
Source,6734,Oceans,4,1168
Source,6739,"Water bodies--natural, n.e.c.",4,1169
Source,679,"Geographical structures, n.e.c.",3,1170
Source,69,"Structures and surfaces, n.e.c.",2,1171
Source,7,"TOOLS, INSTRUMENTS, AND EQUIPMENT",1,1172
Source,70,"Tools, instruments, and equipment, unspecified",2,1173
Source,71,Handtools--nonpowered,2,1174
Source,710,"Handtools--nonpowered, unspecified",3,1175
Source,711,Boring handtools--nonpowered,3,1176
Source,7110,"Boring handtools--nonpowered, unspecified",4,1177
Source,7111,"Augers, plumbing snakes--nonpowered",4,1178
Source,7112,Braces--nonpowered,4,1179
Source,7113,Drills--nonpowered,4,1180
Source,7119,"Boring handtools--nonpowered, n.e.c.",4,1181
Source,712,Cutting handtools--nonpowered,3,1182
Source,7120,"Cutting handtools--nonpowered, unspecified",4,1183
Source,7121,"Axes, hatchets",4,1184
Source,7122,Bolt cutters--nonpowered,4,1185
Source,7123,Chisels--nonpowered,4,1186
Source,7124,Box cutters and razor knives,4,1187
Source,7125,"Knives, unspecified or n.e.c.",4,1188
Source,7126,Saws--nonpowered,4,1189
Source,7127,"Scissors, snips, shears--nonpowered",4,1190
Source,7129,"Cutting handtools--nonpowered, n.e.c.",4,1191
Source,713,Digging handtools--nonpowered,3,1192
Source,7130,"Digging handtools--nonpowered, unspecified",4,1193
Source,7131,Hoes,4,1194
Source,7132,Picks,4,1195
Source,7133,Shovels,4,1196
Source,7134,Trowels,4,1197
Source,7139,"Digging handtools--nonpowered, n.e.c.",4,1198
Source,714,Gripping handtools--nonpowered,3,1199
Source,7140,"Gripping handtools--nonpowered, unspecified",4,1200
Source,7141,"Pliers, tongs",4,1201
Source,7142,"Vises, clamps",4,1202
Source,7149,"Gripping handtools--nonpowered, n.e.c.",4,1203
Source,715,Striking and nailing handtools--nonpowered,3,1204
Source,7150,"Striking and nailing handtools--nonpowered, unspecified",4,1205
Source,7151,"Hammers, except sledge--nonpowered",4,1206
Source,7152,Mallets,4,1207
Source,7153,"Punches, counterpunches, countersinks--nonpowered",4,1208
Source,7154,"Sledges, sledgehammers",4,1209
Source,7155,"Toe kickers, knee kickers",4,1210
Source,7159,"Striking and nailing handtools--nonpowered, n.e.c.",4,1211
Source,716,Surfacing handtools--nonpowered,3,1212
Source,7160,"Surfacing handtools--nonpowered, unspecified",4,1213
Source,7161,Files--surfacing handtool,4,1214
Source,7162,Planes--surfacing handtool,4,1215
Source,7163,Sanders--nonpowered,4,1216
Source,7164,Sharpening stones and wheels--nonpowered,4,1217
Source,7165,Scrapers--nonpowered,4,1218
Source,7166,Putty knives,4,1219
Source,7169,"Surfacing handtools--nonpowered, n.e.c.",4,1220
Source,717,Turning handtools--nonpowered,3,1221
Source,7170,"Turning handtools--nonpowered, unspecified",4,1222
Source,7171,Screwdrivers--nonpowered,4,1223
Source,7172,Ratchet drivers--nonpowered ,4,1224
Source,7173,Wrenches--nonpowered ,4,1225
Source,7179,"Turning handtools--nonpowered, n.e.c.",4,1226
Source,719,Other handtools--nonpowered,3,1227
Source,7190,"Other handtools--nonpowered, unspecified",4,1228
Source,7191,"Brooms, mops, and other cleaning tools",4,1229
Source,7192,Crowbars,4,1230
Source,7193,"Pitchforks, spading forks",4,1231
Source,7194,Rakes,4,1232
Source,7195,Stapling tools--nonpowered,4,1233
Source,7196,Tape guns,4,1234
Source,7199,"Handtools--nonpowered, n.e.c.",4,1235
Source,72,Handtools--powered,2,1236
Source,720,"Handtools--powered, unspecified",3,1237
Source,721,Boring handtools--powered,3,1238
Source,7210,"Boring handtools--powered, unspecified",4,1239
Source,7211,"Augers, plumbing snakes--powered",4,1240
Source,7212,Braces--powered,4,1241
Source,7213,Drills--powered,4,1242
Source,7214,Routers and molders--powered,4,1243
Source,7219,"Boring handtools--powered, n.e.c",4,1244
Source,722,Cutting handtools--powered,3,1245
Source,7220,"Cutting handtools--powered, unspecified",4,1246
Source,7221,Chainsaws--powered,4,1247
Source,7222,Chisels--powered,4,1248
Source,7223,Knives--powered,4,1249
Source,7224,"Saws--powered, except chainsaws",4,1250
Source,7225,"Lawn edgers, clippers, trimmers--powered",4,1251
Source,7229,"Cutting handtools--powered, n.e.c.",4,1252
Source,723,Striking and nailing handtools--powered,3,1253
Source,7230,"Striking and nailing handtools--powered, unspecified",4,1254
Source,7231,Hammers--powered,4,1255
Source,7232,Jackhammers--powered,4,1256
Source,7233,Punches--powered,4,1257
Source,7234,Riveters--powered,4,1258
Source,7235,Nail guns--powered,4,1259
Source,7236,Stapling tools--electric or pneumatic,4,1260
Source,7239,"Striking and nailing handtools--powered, n.e.c.",4,1261
Source,724,Surfacing handtools--powered,3,1262
Source,7240,"Surfacing handtools--powered, unspecified",4,1263
Source,7241,"Buffers, polishers, waxers--powered",4,1264
Source,7242,Hand grinders--powered,4,1265
Source,7243,Sanders--powered,4,1266
Source,7244,Sandblasters--powered,4,1267
Source,7249,"Surfacing handtools--powered, n.e.c.",4,1268
Source,725,Turning handtools--powered,3,1269
Source,7250,"Turning handtools--powered, unspecified",4,1270
Source,7251,Bolt setters--powered,4,1271
Source,7252,Impact wrenches--powered,4,1272
Source,7253,Screwdrivers--powered,4,1273
Source,7254,Tongs--powered,4,1274
Source,7259,"Turning handtools--powered, n.e.c.",4,1275
Source,726,Welding and heating handtools--powered,3,1276
Source,7260,"Welding and heating handtools--powered, unspecified",4,1277
Source,7261,"Welding, cutting, and blow torches",4,1278
Source,7262,Soldering irons--powered,4,1279
Source,7263,Heat guns,4,1280
Source,7269,"Welding and heating handtools--powered, n.e.c.",4,1281
Source,729,Other handtools--powered,3,1282
Source,7290,"Other handtools--powered, unspecified",4,1283
Source,7291,Scrubbers--powered,4,1284
Source,7292,"Sprayers, air guns--paint",4,1285
Source,7293,Power washers,4,1286
Source,7294,Laser pointers,4,1287
Source,7295,Spreaders--powered,4,1288
Source,7296,Push-pull rams--powered,4,1289
Source,7299,"Handtools--powered, n.e.c.",4,1290
Source,73,Handtools--power not determined,2,1291
Source,730,"Handtools--power not determined, unspecified",3,1292
Source,731,Boring handtools--power not determined,3,1293
Source,7310,"Boring handtools--power not determined, unspecified",4,1294
Source,7311,"Augers, plumbing snakes--power not determined",4,1295
Source,7312,Braces--power not determined,4,1296
Source,7313,Drills--power not determined,4,1297
Source,7319,"Boring handtools--power not determined, n.e.c.",4,1298
Source,732,Cutting handtools--power not determined,3,1299
Source,7320,"Cutting handtools--power not determined, unspecified",4,1300
Source,7321,Chisels--power not determined,4,1301
Source,7322,Knives--power not determined,4,1302
Source,7323,Saws--power not determined,4,1303
Source,7329,"Cutting handtools--power not determined, n.e.c.",4,1304
Source,733,Striking and nailing handtools--power not determined,3,1305
Source,7330,"Striking and nailing handtools--power not determined, unspecified",4,1306
Source,7331,Hammers--power not determined,4,1307
Source,7332,Punches--power not determined,4,1308
Source,7339,"Striking and nailing handtools--power not determined, n.e.c.",4,1309
Source,734,Surfacing handtools--power not determined,3,1310
Source,7340,"Surfacing handtools--power not determined, unspecified",4,1311
Source,7341,Sanders--power not determined,4,1312
Source,7349,"Surfacing handtools--power not determined, n.e.c.",4,1313
Source,735,Turning handtools--power not determined,3,1314
Source,7350,"Turning handtools--power not determined, unspecified",4,1315
Source,7351,Screwdrivers--power not determined,4,1316
Source,7352,Wrenches--power not determined,4,1317
Source,7359,"Turning handtools--power not determined, n.e.c.",4,1318
Source,736,Measuring handtools,3,1319
Source,7360,"Measuring handtools, unspecified",4,1320
Source,7361,"Calipers, micrometers",4,1321
Source,7362,Dividers,4,1322
Source,7363,Gauges,4,1323
Source,7364,Levels,4,1324
Source,7365,Plumb bobs,4,1325
Source,7366,"Rulers, tape measures",4,1326
Source,7367,Squares,4,1327
Source,7368,Scales,4,1328
Source,7369,"Measuring handtools, n.e.c.",4,1329
Source,739,Other handtools--power not determined,3,1330
Source,7391,Staplers--power not determined,4,1331
Source,7399,"Handtools--power not determined, n.e.c.",4,1332
Source,74,Ladders,2,1333
Source,740,"Ladders, unspecified",3,1334
Source,741,Ladders--fixed,3,1335
Source,742,Ladders--movable,3,1336
Source,7420,"Movable ladders, unspecified",4,1337
Source,7421,Extension ladders,4,1338
Source,7422,Step ladders,4,1339
Source,7423,Straight ladders,4,1340
Source,7424,"Truck mounted ladders, aerial ladder trams",4,1341
Source,7429,"Movable ladders, n.e.c.",4,1342
Source,749,"Ladders, n.e.c.",3,1343
Source,75,Medical and surgical instruments and equipment,2,1344
Source,750,"Medical and surgical instruments and equipment, unspecified",3,1345
Source,751,Medical sharps instruments,3,1346
Source,7510,"Medical sharps instruments, unspecified",4,1347
Source,7511,"Needles, syringes",4,1348
Source,7512,Scalpels,4,1349
Source,7519,"Medical sharps instruments, n.e.c.",4,1350
Source,752,Health care and orthopedic equipment,3,1351
Source,7520,"Health care and orthopedic equipment, unspecified",4,1352
Source,7521,"Canes, crutches, walkers",4,1353
Source,7529,"Health care and orthopedic equipment, n.e.c.",4,1354
Source,753,Wheelchairs and other mobility devices,3,1355
Source,7530,"Wheelchairs and other mobility devices, unspecified",4,1356
Source,7531,Wheelchairs--powered,4,1357
Source,7532,Mobility scooters--powered,4,1358
Source,7533,Wheelchairs--nonpowered,4,1359
Source,7539,"Wheelchairs and other mobility devices, n.e.c.",4,1360
Source,754,Latex gloves,3,1361
Source,755,"Stretchers, backboards, wheeled cots, stair chairs",3,1362
Source,756,Intravenous (IV) poles and machines,3,1363
Source,757,"Patient hoists, lifting harnesses",3,1364
Source,759,"Medical and surgical instruments and equipment, n.e.c.",3,1365
Source,76,"Photographic, athletic, and recreational equipment",2,1366
Source,760,"Photographic, athletic, and recreational equipment, unspecified",3,1367
Source,761,Photographic equipment,3,1368
Source,7610,"Photographic equipment, unspecified",4,1369
Source,7611,Cameras--still and motion picture,4,1370
Source,7612,Photographic paper and cloth,4,1371
Source,7613,Projectors--still and motion picture,4,1372
Source,7614,Screens--still and motion picture ,4,1373
Source,7615,"Tripods, camera stands",4,1374
Source,7619,"Photographic equipment, n.e.c.",4,1375
Source,762,"Writing, drawing, and art supplies",3,1376
Source,7620,"Writing, drawing, and art supplies, unspecified",4,1377
Source,7621,Pens and pencils,4,1378
Source,7622,"Chalk, crayons, marking devices",4,1379
Source,7623,"Art supplies and materials, except paint",4,1380
Source,7624,"Compasses, protractors",4,1381
Source,7629,"Writing, drawing, and art supplies, n.e.c.",4,1382
Source,763,Recreation and athletic equipment,3,1383
Source,7630,"Recreation and athletic equipment, unspecified",4,1384
Source,7631,"Balls, pucks",4,1385
Source,7632,"Baseball bats, hockey sticks, rackets",4,1386
Source,7633,Gymnasium and exercise equipment,4,1387
Source,7634,Camping equipment,4,1388
Source,7635,Playground equipment,4,1389
Source,7636,Riding equipment,4,1390
Source,7637,Snow sports equipment,4,1391
Source,7638,Water sports equipment,4,1392
Source,7639,"Recreation and athletic equipment, n.e.c.",4,1393
Source,769,"Photographic, athletic, and recreational equipment, n.e.c.",3,1394
Source,77,"Protective equipment, except clothing",2,1395
Source,770,"Protective equipment, except clothing, unspecified",3,1396
Source,771,Dust masks,3,1397
Source,772,"Ear plugs, hearing protectors",3,1398
Source,773,"Face shields, welding masks",3,1399
Source,774,Hard hats,3,1400
Source,775,"Lifelines, lanyards, safety belts, harnesses",3,1401
Source,776,Respirators,3,1402
Source,777,Safety glasses or goggles,3,1403
Source,779,"Protective equipment, except clothing, n.e.c.",3,1404
Source,78,"Firearms, law enforcement, and other self-defense equipment",2,1405
Source,780,"Firearms, law enforcement, and other self-defense equipment, unspecified",3,1406
Source,781,Firearms,3,1407
Source,7810,"Firearm, unspecified",4,1408
Source,7811,"Pistol, handgun, revolver",4,1409
Source,7812,"Rifle, shotgun",4,1410
Source,7813,Explosive devices ,4,1411
Source,7819,"Firearm, n.e.c.",4,1412
Source,782,Ammunition,3,1413
Source,783,Other law enforcement and self-defense equipment,3,1414
Source,7830,"Other law enforcement and self-defense equipment, unspecified",4,1415
Source,7831,"Batons, nightsticks",4,1416
Source,7832,"Tasers, stun guns",4,1417
Source,7833,"Tear gas, mace, pepper spray",4,1418
Source,7834,Handcuffs,4,1419
